uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
MA;itapecuru-mirim;itapecuru mirim;Itapecuru Mirim;2;sufixo-uf;formatacao
MA;itinga do maranhao;itinga do maranhao;Itinga do Maranhão;24;nenhuma;formatacao
MA;itinga do maranhão;itinga do maranhao;Itinga do Maranhão;4;acento;formatacao
MA;jatoba;jatoba;Jatobá;6;nenhuma;formatacao
MA;jatobá;jatoba;Jatobá;2;acento;formatacao
MA;jenipapo dos vieiras;jenipapo dos vieiras;Jenipapo dos Vieiras;9;nenhuma;formatacao
MA;joao lisboa;joao lisboa;Joao Lisboa;22;nenhuma;formatacao
MA;joselandia;joselandia;Joselândia;6;nenhuma;formatacao
MA;joselândia;joselandia;Joselândia;1;acento;formatacao
MA;junco do maranhao;junco do maranhao;Junco do Maranhão;6;nenhuma;formatacao
MA;junco do maranhão;junco do maranhao;Junco do Maranhão;2;acento;formatacao
MA;lago verde;lago verde;Lago Verde;9;nenhuma;formatacao
MA;lago da pedra;lago da pedra;Lago da Pedra;47;nenhuma;formatacao
MA;lago do junco;lago do junco;Lago do Junco;8;nenhuma;formatacao
MA;lago dos rodrigues;lago dos rodrigues;Lago dos Rodrigues;10;nenhuma;formatacao
MA;lagoa grande do maranhao;lagoa grande do maranhao;Lagoa Grande do Maranhão;12;nenhuma;formatacao
MA;lagoa grande do maranhão;lagoa grande do maranhao;Lagoa Grande do Maranhão;1;acento;formatacao
MA;lagoa do mato;lagoa do mato;Lagoa do Mato;6;nenhuma;formatacao
MA;lajeado novo;lajeado novo;Lajeado Novo;5;nenhuma;formatacao
MA;lima campos;lima campos;Lima Campos;12;nenhuma;formatacao
MA;loreto;loreto;Loreto;18;nenhuma;formatacao
MA;luis domingues;luis domingues;Luís Domingues;8;nenhuma;formatacao
MA;luís domingues;luis domingues;Luís Domingues;2;acento;formatacao
MA;magalhaes de almeida;magalhaes de almeida;Magalhães de Almeida;9;nenhuma;formatacao
MA;magalhães de almeida;magalhaes de almeida;Magalhães de Almeida;4;acento;formatacao
MA;maioba;maioba;Maioba;3;nenhuma;formatacao
MA;maracacume;maracacume;Maracaçumé;30;nenhuma;formatacao
MA;maracaçumé;maracacume;Maracaçumé;3;acento;formatacao
MA;maraja do sena;maraja do sena;Maraja do Sena;1;nenhuma;formatacao
MA;maranhaozinho;maranhaozinho;Maranhãozinho;11;nenhuma;formatacao
MA;maranhãozinho;maranhaozinho;Maranhãozinho;4;acento;formatacao
MA;mata roma;mata roma;Mata Roma;15;nenhuma;formatacao
MA;matinha;matinha;Matinha;10;nenhuma;formatacao
MA;matoes do norte;matoes do norte;Matoes do Norte;5;nenhuma;formatacao
MA;matoes;matoes;Matões;22;nenhuma;formatacao
MA;matões;matoes;Matões;2;acento;formatacao
MA;milagres do maranhao;milagres do maranhao;Milagres do Maranhão;6;nenhuma;formatacao
MA;milagres do maranhão;milagres do maranhao;Milagres do Maranhão;2;acento;formatacao
MA;mirador;mirador;Mirador;15;nenhuma;formatacao
MA;miranda do norte;miranda do norte;Miranda do Norte;27;nenhuma;formatacao
MA;mirinzal;mirinzal;Mirinzal;22;nenhuma;formatacao
MA;montes altos;montes altos;Montes Altos;2;nenhuma;formatacao
MA;moncao;moncao;Monção;16;nenhuma;formatacao
MA;monção;moncao;Monção;2;acento;formatacao
MA;morros;morros;Morros;9;nenhuma;formatacao
MA;nina rodrigues;nina rodrigues;Nina Rodrigues;4;nenhuma;formatacao
MA;nova colinas;nova colinas;Nova Colinas;3;nenhuma;formatacao
MA;nova iorque;nova iorque;Nova Iorque;1;nenhuma;formatacao
MA;nova olinda do maranhao;nova olinda do maranhao;Nova Olinda do Maranhão;16;nenhuma;formatacao
MA;nova olinda do maranhão;nova olinda do maranhao;Nova Olinda do Maranhão;1;acento;formatacao
MA;olho d'agua das cunhas;olho d agua das cunhas;Olho D'água das Cunhãs;12;nenhuma;formatacao
MA;olho d'água das cunhãs;olho d agua das cunhas;Olho D'água das Cunhãs;6;acento;formatacao
MA;olho d agua das cunhas;olho d agua das cunhas;Olho D'água das Cunhãs;2;nenhuma;formatacao
MA;olho dágua das cunhãs;olho dagua das cunhas;Olho Dágua das Cunhãs;1;acento;formatacao
MA;olinda nova do maranhão;olinda nova do maranhao;Olinda Nova do Maranhão;3;acento;formatacao
MA;olinda nova do maranhao;olinda nova do maranhao;Olinda Nova do Maranhão;2;nenhuma;formatacao
MA;palmeirandia;palmeirandia;Palmeirandia;3;nenhuma;formatacao
MA;paraibano;paraibano;Paraibano;26;nenhuma;formatacao
MA;parnarama;parnarama;Parnarama;11;nenhuma;formatacao
MA;passagem franca;passagem franca;Passagem Franca;19;nenhuma;formatacao
MA;pastos bons;pastos bons;Pastos Bons;13;nenhuma;formatacao
MA;paulino neves;paulino neves;Paulino Neves;8;nenhuma;formatacao
MA;paulo ramos;paulo ramos;Paulo Ramos;7;nenhuma;formatacao
MA;paco do lumiar;paco do lumiar;Paço do Lumiar;59;nenhuma;formatacao
MA;paço do lumiar;paco do lumiar;Paço do Lumiar;10;acento;formatacao
MA;pedreiras;pedreiras;Pedreiras;83;nenhuma;formatacao
MA;pedro do rosário;pedro do rosario;Pedro do Rosário;1;acento;formatacao
MA;penalva;penalva;Penalva;13;nenhuma;formatacao
MA;peri mirim;peri mirim;Peri Mirim;6;nenhuma;formatacao
MA;peritoro;peritoro;Peritoró;6;nenhuma;formatacao
MA;peritoró;peritoro;Peritoró;1;acento;formatacao
MA;pindare mirim;pindare mirim;Pindaré-mirim;22;nenhuma;formatacao
MA;pindaré-mirim;pindare mirim;Pindaré-mirim;3;sufixo-uf|acento;formatacao
MA;pindaré mirim;pindare mirim;Pindaré-mirim;2;acento;formatacao
MA;pinheiro;pinheiro;Pinheiro;79;nenhuma;formatacao
MA;pio xii;pio xii;Pio Xii;16;nenhuma;formatacao
MA;pirapemas;pirapemas;Pirapemas;6;nenhuma;formatacao
MA;porto franco;porto franco;Porto Franco;51;nenhuma;formatacao
MA;porto rico do maranhao;porto rico do maranhao;Porto Rico do Maranhao;4;nenhuma;formatacao
MA;pocao de pedras;pocao de pedras;Poção de Pedras;19;nenhuma;formatacao
MA;poção de pedras;pocao de pedras;Poção de Pedras;4;acento;formatacao
MA;presidente dutra;presidente dutra;Presidente Dutra;85;nenhuma;formatacao
MA;presidente juscelino;presidente juscelino;Presidente Juscelino;2;nenhuma;formatacao
MA;presidente medici;presidente medici;Presidente Médici;11;nenhuma;formatacao
MA;presidente médici;presidente medici;Presidente Médici;2;acento;formatacao
MA;presidente sarney;presidente sarney;Presidente Sarney;7;nenhuma;formatacao
MA;presidente vargas;presidente vargas;Presidente Vargas;3;nenhuma;formatacao
MA;primeira cruz;primeira cruz;Primeira Cruz;4;nenhuma;formatacao
MA;raposa;raposa;Raposa;10;nenhuma;formatacao
MA;riachao;riachao;Riachão;20;nenhuma;formatacao
MA;riachão;riachao;Riachão;1;acento;formatacao
MA;ribamar fiquene;ribamar fiquene;Ribamar Fiquene;1;nenhuma;formatacao
MA;rosario;rosario;Rosário;24;nenhuma;formatacao
MA;rosário;rosario;Rosário;3;acento;formatacao
MA;sambaiba;sambaiba;Sambaiba;1;nenhuma;formatacao
MA;santa filomena do maranhao;santa filomena do maranhao;Santa Filomena do Maranhao;1;nenhuma;formatacao
MA;santa helena;santa helena;Santa Helena;35;nenhuma;formatacao
MA;santa ines;santa ines;Santa Inês;118;nenhuma;formatacao
MA;santa inês;santa ines;Santa Inês;26;acento;formatacao
MA;santa luzia;santa luzia;Santa Luzia;41;nenhuma;formatacao
MA;santa luzia do parua;santa luzia do parua;Santa Luzia do Paruá;17;nenhuma;formatacao
MA;santa luzia do paruá;santa luzia do parua;Santa Luzia do Paruá;3;acento;formatacao
MA;santa quiteria do maranhao;santa quiteria do maranhao;Santa Quitéria do Maranhão;23;nenhuma;formatacao
MA;santa quitéria do maranhão;santa quiteria do maranhao;Santa Quitéria do Maranhão;2;acento;formatacao
MA;santa rita;santa rita;Santa Rita;19;nenhuma;formatacao
MA;santana do maranhao;santana do maranhao;Santana do Maranhão;5;nenhuma;formatacao
MA;santana do maranhão;santana do maranhao;Santana do Maranhão;1;acento;formatacao
MA;santo amaro;santo amaro;Santo Amaro;3;nenhuma;formatacao
MA;santo antonio dos lopes;santo antonio dos lopes;Santo Antônio dos Lopes;19;nenhuma;formatacao
MA;santo antônio dos lopes;santo antonio dos lopes;Santo Antônio dos Lopes;4;acento;formatacao
MA;sao domingos do azeitao;sao domingos do azeitao;Sao Domingos do Azeitao;7;nenhuma;formatacao
MA;sao jose dos basilios;sao jose dos basilios;Sao Jose dos Basilios;3;nenhuma;formatacao
MA;sao pedro dos crentes;sao pedro dos crentes;Sao Pedro dos Crentes;1;nenhuma;formatacao
MA;satubinha;satubinha;Satubinha;6;nenhuma;formatacao
MA;senador alexandre costa;senador alexandre costa;Senador Alexandre Costa;5;nenhuma;formatacao
MA;senador la rocque;senador la rocque;Senador La Rocque;13;nenhuma;formatacao
MA;senador la roque;senador la roque;Senador La Roque;2;nenhuma;formatacao
MA;serrano do maranhao;serrano do maranhao;Serrano do Maranhao;3;nenhuma;formatacao
MA;sitio novo;sitio novo;Sitio Novo;13;nenhuma;formatacao
MA;sucupira do norte;sucupira do norte;Sucupira do Norte;10;nenhuma;formatacao
MA;sucupira do riachao;sucupira do riachao;Sucupira do Riachao;2;nenhuma;formatacao
MA;sao benedito do rio preto;sao benedito do rio preto;São Benedito do Rio Preto;11;nenhuma;formatacao
MA;são benedito do rio preto;sao benedito do rio preto;São Benedito do Rio Preto;3;acento;formatacao
MA;sao bento;sao bento;São Bento;38;nenhuma;formatacao
MA;são bento;sao bento;São Bento;9;acento;formatacao
MA;sao bernardo;sao bernardo;São Bernardo;20;nenhuma;formatacao
MA;são bernardo;sao bernardo;São Bernardo;2;acento;formatacao
MA;sao domingos do maranhao;sao domingos do maranhao;São Domingos do Maranhão;28;nenhuma;formatacao
MA;são domingos do maranhão;sao domingos do maranhao;São Domingos do Maranhão;5;acento;formatacao
MA;sao francisco do brejao;sao francisco do brejao;São Francisco do Brejão;6;nenhuma;formatacao
MA;são francisco do brejão;sao francisco do brejao;São Francisco do Brejão;1;acento;formatacao
MA;sao francisco do maranhao;sao francisco do maranhao;São Francisco do Maranhão;1;nenhuma;formatacao
MA;são francisco do maranhão;sao francisco do maranhao;São Francisco do Maranhão;1;acento;formatacao
MA;são félix de balsas;sao felix de balsas;São Félix de Balsas;1;acento;formatacao
MA;sao felix de balsas;sao felix de balsas;São Félix de Balsas;1;nenhuma;formatacao
MA;sao jose de ribamar;sao jose de ribamar;São José de Ribamar;109;nenhuma;formatacao
MA;são josé de ribamar;sao jose de ribamar;São José de Ribamar;23;acento;formatacao
MA;sao joao batista;sao joao batista;São João Batista;5;nenhuma;formatacao
MA;são joão batista;sao joao batista;São João Batista;3;acento;formatacao
MA;sao joao do caru;sao joao do caru;São João do Carú;8;nenhuma;formatacao
MA;são joão do carú;sao joao do caru;São João do Carú;1;acento;formatacao
MA;sao joao do paraiso;sao joao do paraiso;São João do Paraíso;8;nenhuma;formatacao
MA;são joão do paraíso;sao joao do paraiso;São João do Paraíso;4;acento;formatacao
MA;são joão do soter;sao joao do soter;São João do Soter;2;acento;formatacao
MA;sao joao do soter;sao joao do soter;São João do Soter;1;nenhuma;formatacao
MA;sao joao dos patos;sao joao dos patos;São João dos Patos;44;nenhuma;formatacao
MA;são joão dos patos;sao joao dos patos;São João dos Patos;8;acento;formatacao
MA;sao luis;sao luis;São Luís;2860;nenhuma;formatacao
MA;são luís;sao luis;São Luís;288;acento;formatacao
MA;são luís gonzaga do maranhão;sao luis gonzaga do maranhao;São Luís Gonzaga do Maranhão;2;acento;formatacao
MA;sao luis gonzaga do maranhao;sao luis gonzaga do maranhao;São Luís Gonzaga do Maranhão;1;nenhuma;formatacao
MA;sao mateus do maranhao;sao mateus do maranhao;São Mateus do Maranhão;27;nenhuma;formatacao
MA;são mateus do maranhão;sao mateus do maranhao;São Mateus do Maranhão;4;acento;formatacao
MA;sao pedro da agua branca;sao pedro da agua branca;São Pedro da Água Branca;17;nenhuma;formatacao
MA;são pedro da água branca;sao pedro da agua branca;São Pedro da Água Branca;3;acento;formatacao
MA;sao raimundo das mangabeiras;sao raimundo das mangabeiras;São Raimundo das Mangabeiras;20;nenhuma;formatacao
MA;são raimundo das mangabeiras;sao raimundo das mangabeiras;São Raimundo das Mangabeiras;5;acento;formatacao
MA;sao raimundo do doca bezerra;sao raimundo do doca bezerra;São Raimundo do Doca Bezerra;4;nenhuma;formatacao
MA;são raimundo do doca bezerra;sao raimundo do doca bezerra;São Raimundo do Doca Bezerra;2;acento;formatacao
MA;sao roberto;sao roberto;São Roberto;3;nenhuma;formatacao
MA;são roberto;sao roberto;São Roberto;3;acento;formatacao
MA;sao vicente ferrer;sao vicente ferrer;São Vicente Ferrer;12;nenhuma;formatacao
MA;são vicente ferrer;sao vicente ferrer;São Vicente Ferrer;1;acento;formatacao
MA;tasso fragoso;tasso fragoso;Tasso Fragoso;8;nenhuma;formatacao
MA;timbiras;timbiras;Timbiras;12;nenhuma;formatacao
MA;timon;timon;Timon;131;nenhuma;formatacao
MA;trizidela do vale;trizidela do vale;Trizidela do Vale;14;nenhuma;formatacao
MA;tufilândia;tufilandia;Tufilândia;1;acento;formatacao
MA;tufilandia;tufilandia;Tufilândia;1;nenhuma;formatacao
MA;tuntum;tuntum;Tuntum;32;nenhuma;formatacao
MA;turiacu;turiacu;Turiaçu;16;nenhuma;formatacao
MA;turiaçu;turiacu;Turiaçu;3;acento;formatacao
MA;turilandia;turilandia;Turilandia;3;nenhuma;formatacao
MA;tutoia;tutoia;Tutóia;41;nenhuma;formatacao
MA;tutóia;tutoia;Tutóia;6;acento;formatacao
MA;urbano santos;urbano santos;Urbano Santos;27;nenhuma;formatacao
MA;vargem grande;vargem grande;Vargem Grande;31;nenhuma;formatacao
MA;viana;viana;Viana;44;nenhuma;formatacao
MA;vila nova dos martirios;vila nova dos martirios;Vila Nova dos Martírios;4;nenhuma;formatacao
MA;vila nova dos martírios;vila nova dos martirios;Vila Nova dos Martírios;4;acento;formatacao
MA;vitorino freire;vitorino freire;Vitorino Freire;40;nenhuma;formatacao
MA;vitoria do mearim;vitoria do mearim;Vitória do Mearim;28;nenhuma;formatacao
MA;vitória do mearim;vitoria do mearim;Vitória do Mearim;8;acento;formatacao
MA;ze doca;ze doca;Zé Doca;47;nenhuma;formatacao
MA;zé doca;ze doca;Zé Doca;4;acento;formatacao
MA;agua doce do maranhao;agua doce do maranhao;Água Doce do Maranhão;3;nenhuma;formatacao
MA;água doce do maranhão;agua doce do maranhao;Água Doce do Maranhão;1;acento;formatacao
MG;abadia dos dourados;abadia dos dourados;Abadia dos Dourados;29;nenhuma;formatacao
MG;abaete;abaete;Abaeté;118;nenhuma;formatacao
MG;abaeté;abaete;Abaeté;20;acento;formatacao
MG;abre campo;abre campo;Abre Campo;45;nenhuma;formatacao
MG;abreus;abreus;Abreus;1;nenhuma;formatacao
MG;acaiaca;acaiaca;Acaiaca;22;nenhuma;formatacao
MG;adao colares;adao colares;Adao Colares;1;nenhuma;formatacao
MG;agua branca de minas;agua branca de minas;Agua Branca de Minas;1;nenhuma;formatacao
MG;aguanil;aguanil;Aguanil;14;nenhuma;formatacao
MG;aguas ferreas;aguas ferreas;Aguas Ferreas;2;nenhuma;formatacao
MG;aimores;aimores;Aimorés;129;nenhuma;formatacao
MG;aimorés;aimores;Aimorés;21;acento;formatacao
MG;aiuruoca;aiuruoca;Aiuruoca;29;nenhuma;formatacao
MG;alagoa;alagoa;Alagoa;16;nenhuma;formatacao
MG;albertina;albertina;Albertina;5;nenhuma;formatacao
MG;alberto isaacson;alberto isaacson;Alberto Isaacson;5;nenhuma;formatacao
MG;aldeia;aldeia;Aldeia;1;nenhuma;formatacao
MG;alegria;alegria;Alegria;4;nenhuma;formatacao
MG;alexandrita;alexandrita;Alexandrita;13;nenhuma;formatacao
MG;alfenas;alfenas;Alfenas;650;nenhuma;formatacao
MG;alfredo vasconcelos;alfredo vasconcelos;Alfredo Vasconcelos;16;nenhuma;formatacao
MG;almenara;almenara;Almenara;250;nenhuma;formatacao
MG;alpercata;alpercata;Alpercata;17;nenhuma;formatacao
MG;alpinopolis;alpinopolis;Alpinópolis;98;nenhuma;formatacao
MG;alpinópolis;alpinopolis;Alpinópolis;13;acento;formatacao
MG;alterosa;alterosa;Alterosa;44;nenhuma;formatacao
MG;alto caparao;alto caparao;Alto Caparaó;28;nenhuma;formatacao
MG;alto caparaó;alto caparao;Alto Caparaó;2;acento;formatacao
MG;alto jequitiba;alto jequitiba;Alto Jequitibá;30;nenhuma;formatacao
MG;alto jequitibá;alto jequitiba;Alto Jequitibá;4;acento;formatacao
MG;alto maranhao;alto maranhao;Alto Maranhao;1;nenhuma;formatacao
MG;alto rio doce;alto rio doce;Alto Rio Doce;25;nenhuma;formatacao
MG;alvacao;alvacao;Alvacao;2;nenhuma;formatacao
MG;alvarenga;alvarenga;Alvarenga;30;nenhuma;formatacao
MG;alvinopolis;alvinopolis;Alvinópolis;60;nenhuma;formatacao
MG;alvinópolis;alvinopolis;Alvinópolis;9;acento;formatacao
MG;alvorada;alvorada;Alvorada;2;nenhuma;formatacao
MG;alvorada de minas;alvorada de minas;Alvorada de Minas;7;nenhuma;formatacao
MG;alem paraiba;alem paraiba;Além Paraíba;310;nenhuma;formatacao
MG;além paraíba;alem paraiba;Além Paraíba;47;acento;formatacao
MG;amanhece;amanhece;Amanhece;1;nenhuma;formatacao
MG;amarantina;amarantina;Amarantina;12;nenhuma;formatacao
MG;amparo da serra;amparo da serra;Amparo da Serra;15;nenhuma;formatacao
MG;andradas;andradas;Andradas;202;nenhuma;formatacao
MG;andrelandia;andrelandia;Andrelândia;69;nenhuma;formatacao
MG;andrelândia;andrelandia;Andrelândia;7;acento;formatacao
MG;andrequice;andrequice;Andrequice;2;nenhuma;formatacao
MG;angelandia;angelandia;Angelândia;12;nenhuma;formatacao
MG;angelândia;angelandia;Angelândia;4;acento;formatacao
MG;anguereta;anguereta;Anguereta;1;nenhuma;formatacao
MG;angustura;angustura;Angustura;3;nenhuma;formatacao
MG;antunes;antunes;Antunes;4;nenhuma;formatacao
MG;antunes (igaratinga);antunes (igaratinga);Antunes (igaratinga);1;nenhuma;formatacao
MG;antonio carlos;antonio carlos;Antônio Carlos;19;nenhuma;formatacao
MG;antônio carlos;antonio carlos;Antônio Carlos;4;acento;formatacao
MG;antonio dias;antonio dias;Antônio Dias;15;nenhuma;formatacao
MG;antônio dias;antonio dias;Antônio Dias;6;acento;formatacao
MG;antonio pereira;antonio pereira;Antônio Pereira;17;nenhuma;formatacao
MG;antônio pereira;antonio pereira;Antônio Pereira;2;acento;formatacao
MG;antonio prado de minas;antonio prado de minas;Antônio Prado de Minas;17;nenhuma;formatacao
MG;antônio prado de minas;antonio prado de minas;Antônio Prado de Minas;3;acento;formatacao
MG;aparecida de minas;aparecida de minas;Aparecida de Minas;1;nenhuma;formatacao
MG;aracitaba;aracitaba;Aracitaba;11;nenhuma;formatacao
MG;araguari;araguari;Araguari;604;nenhuma;formatacao
MG;arantina;arantina;Arantina;20;nenhuma;formatacao
MG;araponga;araponga;Araponga;20;nenhuma;formatacao
MG;arapora;arapora;Araporã;44;nenhuma;formatacao
MG;araporã;arapora;Araporã;6;acento;formatacao
MG;arapua;arapua;Arapuá;13;nenhuma;formatacao
MG;arapuá;arapua;Arapuá;2;acento;formatacao
MG;araxa;araxa;Araxá;745;nenhuma;formatacao
MG;araxá;araxa;Araxá;107;acento;formatacao
MG;aracai;aracai;Araçaí;6;nenhuma;formatacao
MG;araçaí;aracai;Araçaí;1;acento;formatacao
MG;aracuai;aracuai;Araçuaí;136;nenhuma;formatacao
MG;araçuaí;aracuai;Araçuaí;30;acento;formatacao
MG;araujos;araujos;Araújos;50;nenhuma;formatacao
MG;araújos;araujos;Araújos;10;acento;formatacao
MG;arceburgo;arceburgo;Arceburgo;33;nenhuma;formatacao
MG;arcos;arcos;Arcos;286;nenhuma;formatacao
MG;areado;areado;Areado;99;nenhuma;formatacao
MG;argirita;argirita;Argirita;8;nenhuma;formatacao
MG;aricanduva;aricanduva;Aricanduva;5;nenhuma;formatacao
MG;arinos;arinos;Arinos;98;nenhuma;formatacao
MG;astolfo dutra;astolfo dutra;Astolfo Dutra;86;nenhuma;formatacao
MG;ataleia;ataleia;Ataléia;29;nenhuma;formatacao
MG;ataléia;ataleia;Ataléia;2;acento;formatacao
MG;augusto de lima;augusto de lima;Augusto de Lima;16;nenhuma;formatacao
MG;avaí do jacinto;avai do jacinto;Avaí do Jacinto;1;acento;formatacao
MG;azurita;azurita;Azurita;23;nenhuma;formatacao
MG;acucena;acucena;Açucena;16;nenhuma;formatacao
MG;açucena;acucena;Açucena;2;acento;formatacao
MG;baependi;baependi;Baependi;126;nenhuma;formatacao
MG;baguari;baguari;Baguari;2;nenhuma;formatacao
MG;baldim;baldim;Baldim;13;nenhuma;formatacao
MG;bambui;bambui;Bambuí;177;nenhuma;formatacao
MG;bambuí;bambui;Bambuí;21;acento;formatacao
MG;bandeira;bandeira;Bandeira;16;nenhuma;formatacao
MG;bandeira do sul;bandeira do sul;Bandeira do Sul;20;nenhuma;formatacao
MG;bandeirantes;bandeirantes;Bandeirantes;1;nenhuma;formatacao
MG;barbacena;barbacena;Barbacena;994;nenhuma;formatacao
MG;barbacena/ minas gerais;barbacena;Barbacena;1;sufixo-uf;estrutural
MG;barra feliz;barra feliz;Barra Feliz;1;nenhuma;formatacao
MG;barra longa;barra longa;Barra Longa;27;nenhuma;formatacao
MG;barra do ariranha;barra do ariranha;Barra do Ariranha;2;nenhuma;formatacao
MG;barra do cuiete;barra do cuiete;Barra do Cuiete;2;nenhuma;formatacao
MG;barreiro branco;barreiro branco;Barreiro Branco;1;nenhuma;formatacao
MG;barroso;barroso;Barroso;128;nenhuma;formatacao
MG;barao de cocais;barao de cocais;Barão de Cocais;246;nenhuma;formatacao
MG;barão de cocais;barao de cocais;Barão de Cocais;33;acento;formatacao
MG;barao de monte alto;barao de monte alto;Barão de Monte Alto;11;nenhuma;formatacao
MG;barão de monte alto;barao de monte alto;Barão de Monte Alto;1;acento;formatacao
MG;bela vista de minas;bela vista de minas;Bela Vista de Minas;51;nenhuma;formatacao
MG;belmiro braga;belmiro braga;Belmiro Braga;5;nenhuma;formatacao
MG;belo horizont;belo horizont;Belo Horizont;1;nenhuma;formatacao
MG;belo horizonta;belo horizonta;Belo Horizonta;1;nenhuma;formatacao
MG;belo horizonte;belo horizonte;Belo Horizonte;30644;nenhuma;formatacao
MG;bh;belo horizonte;Belo Horizonte;1;nenhuma;estrutural
MG;belo oriente;belo oriente;Belo Oriente;73;nenhuma;formatacao
MG;belo vale;belo vale;Belo Vale;29;nenhuma;formatacao
MG;bentópolis de minas;bentopolis de minas;Bentópolis de Minas;1;acento;formatacao
MG;berilo;berilo;Berilo;35;nenhuma;formatacao
MG;berizal;berizal;Berizal;12;nenhuma;formatacao
MG;bertopolis;bertopolis;Bertópolis;13;nenhuma;formatacao
MG;bertópolis;bertopolis;Bertópolis;3;acento;formatacao
MG;betim;betim;Betim;2384;nenhuma;formatacao
MG;bias fortes;bias fortes;Bias Fortes;8;nenhuma;formatacao
MG;bicas;bicas;Bicas;117;nenhuma;formatacao
MG;bicuiba;bicuiba;Bicuiba;1;nenhuma;formatacao
MG;biquinhas;biquinhas;Biquinhas;13;nenhuma;formatacao
MG;boa esperanca;boa esperanca;Boa Esperança;190;nenhuma;formatacao
MG;boa esperança;boa esperanca;Boa Esperança;27;acento;formatacao
MG;boa união de itabirinha;boa uniao de itabirinha;Boa União de Itabirinha;2;acento;formatacao
MG;boa uniao de itabirinha;boa uniao de itabirinha;Boa União de Itabirinha;2;nenhuma;formatacao
MG;boa vista de minas;boa vista de minas;Boa Vista de Minas;2;nenhuma;formatacao
MG;bocaina de minas;bocaina de minas;Bocaina de Minas;7;nenhuma;formatacao
MG;bocaiuva;bocaiuva;Bocaiúva;112;nenhuma;formatacao
MG;bocaiúva;bocaiuva;Bocaiúva;21;acento;formatacao
MG;bom despacho;bom despacho;Bom Despacho;398;nenhuma;formatacao
MG;bom jardim de minas;bom jardim de minas;Bom Jardim de Minas;64;nenhuma;formatacao
MG;bom jesus da penha;bom jesus da penha;Bom Jesus da Penha;19;nenhuma;formatacao
MG;bom jesus do amparo;bom jesus do amparo;Bom Jesus do Amparo;7;nenhuma;formatacao
MG;bom jesus do galho;bom jesus do galho;Bom Jesus do Galho;49;nenhuma;formatacao
MG;bom repouso;bom repouso;Bom Repouso;57;nenhuma;formatacao
MG;bom sucesso;bom sucesso;Bom Sucesso;80;nenhuma;formatacao
MG;bonfim;bonfim;Bonfim;35;nenhuma;formatacao
MG;bonfinopolis de minas;bonfinopolis de minas;Bonfinópolis de Minas;36;nenhuma;formatacao
MG;bonfinópolis de minas;bonfinopolis de minas;Bonfinópolis de Minas;7;acento;formatacao
MG;bonito de minas;bonito de minas;Bonito de Minas;17;nenhuma;formatacao
MG;borda da mata;borda da mata;Borda da Mata;81;nenhuma;formatacao
MG;botelhos;botelhos;Botelhos;69;nenhuma;formatacao
MG;botumirim;botumirim;Botumirim;9;nenhuma;formatacao
MG;brasilandia de minas;brasilandia de minas;Brasilândia de Minas;52;nenhuma;formatacao
MG;brasilândia de minas;brasilandia de minas;Brasilândia de Minas;14;acento;formatacao
MG;brasilia de minas;brasilia de minas;Brasília de Minas;95;nenhuma;formatacao
MG;brasília de minas;brasilia de minas;Brasília de Minas;13;acento;formatacao
MG;brasopolis;brasopolis;Brasópolis;45;nenhuma;formatacao
MG;brasópolis;brasopolis;Brasópolis;13;acento;formatacao
MG;brazopolis;brazopolis;Brazópolis;21;nenhuma;formatacao
MG;brazópolis;brazopolis;Brazópolis;5;acento;formatacao
MG;braunas;braunas;Braúnas;9;nenhuma;formatacao
MG;braúnas;braunas;Braúnas;2;acento;formatacao
MG;brejo bonito;brejo bonito;Brejo Bonito;2;nenhuma;formatacao
MG;brumadinho;brumadinho;Brumadinho;246;nenhuma;formatacao
MG;bras pires;bras pires;Brás Pires;13;nenhuma;formatacao
MG;brás pires;bras pires;Brás Pires;1;acento;formatacao
MG;bueno brandao;bueno brandao;Bueno Brandão;40;nenhuma;formatacao
MG;bueno brandão;bueno brandao;Bueno Brandão;9;acento;formatacao
MG;buenopolis;buenopolis;Buenópolis;44;nenhuma;formatacao
MG;buenópolis;buenopolis;Buenópolis;9;acento;formatacao
MG;bugre;bugre;Bugre;7;nenhuma;formatacao
MG;buritis;buritis;Buritis;127;nenhuma;formatacao
MG;buritizeiro;buritizeiro;Buritizeiro;100;nenhuma;formatacao
MG;cabeceira grande;cabeceira grande;Cabeceira Grande;33;nenhuma;formatacao
MG;cabo verde;cabo verde;Cabo Verde;32;nenhuma;formatacao
MG;cacaratiba;cacaratiba;Cacaratiba;1;nenhuma;formatacao
MG;cachoeira alegre;cachoeira alegre;Cachoeira Alegre;1;nenhuma;formatacao
MG;cachoeira dourada;cachoeira dourada;Cachoeira Dourada;21;nenhuma;formatacao
MG;cachoeira da prata;cachoeira da prata;Cachoeira da Prata;22;nenhuma;formatacao
MG;cachoeira de minas;cachoeira de minas;Cachoeira de Minas;62;nenhuma;formatacao
MG;cachoeira de pajeu;cachoeira de pajeu;Cachoeira de Pajeú;29;nenhuma;formatacao
MG;cachoeira de pajeú;cachoeira de pajeu;Cachoeira de Pajeú;7;acento;formatacao
MG;cachoeira de santa cruz;cachoeira de santa cruz;Cachoeira de Santa Cruz;1;nenhuma;formatacao
MG;cachoeira do brumado;cachoeira do brumado;Cachoeira do Brumado;8;nenhuma;formatacao
