uf;grafia_original;chave_normalizada;cidade_canonica;linhas;regra_aplicada;mudanca
MG;cachoeira do campo;cachoeira do campo;Cachoeira do Campo;70;nenhuma;formatacao
MG;caetanopolis;caetanopolis;Caetanópolis;51;nenhuma;formatacao
MG;caetanópolis;caetanopolis;Caetanópolis;6;acento;formatacao
MG;caete;caete;Caeté;291;nenhuma;formatacao
MG;caeté;caete;Caeté;45;acento;formatacao
MG;caiana;caiana;Caiana;16;nenhuma;formatacao
MG;cajuri;cajuri;Cajuri;6;nenhuma;formatacao
MG;caldas;caldas;Caldas;36;nenhuma;formatacao
MG;calixto;calixto;Calixto;2;nenhuma;formatacao
MG;camacho;camacho;Camacho;15;nenhuma;formatacao
MG;camanducaia;camanducaia;Camanducaia;107;nenhuma;formatacao
MG;cambuquira;cambuquira;Cambuquira;77;nenhuma;formatacao
MG;cambui;cambui;Cambuí;196;nenhuma;formatacao
MG;cambuí;cambui;Cambuí;22;acento;formatacao
MG;campanha;campanha;Campanha;110;nenhuma;formatacao
MG;campanario;campanario;Campanário;11;nenhuma;formatacao
MG;campanário;campanario;Campanário;2;acento;formatacao
MG;campestre;campestre;Campestre;80;nenhuma;formatacao
MG;campina verde;campina verde;Campina Verde;105;nenhuma;formatacao
MG;campo alegre de minas;campo alegre de minas;Campo Alegre de Minas;3;nenhuma;formatacao
MG;campo azul;campo azul;Campo Azul;5;nenhuma;formatacao
MG;campo belo;campo belo;Campo Belo;301;nenhuma;formatacao
MG;campo florido;campo florido;Campo Florido;35;nenhuma;formatacao
MG;campo do meio;campo do meio;Campo do Meio;64;nenhuma;formatacao
MG;campos altos;campos altos;Campos Altos;72;nenhuma;formatacao
MG;campos gerais;campos gerais;Campos Gerais;106;nenhuma;formatacao
MG;cana verde;cana verde;Cana Verde;9;nenhuma;formatacao
MG;canabrava;canabrava;Canabrava;1;nenhuma;formatacao
MG;canaa;canaa;Canaã;10;nenhuma;formatacao
MG;canaã;canaa;Canaã;3;acento;formatacao
MG;candeias;candeias;Candeias;64;nenhuma;formatacao
MG;cantagalo;cantagalo;Cantagalo;11;nenhuma;formatacao
MG;canapolis;canapolis;Canápolis;48;nenhuma;formatacao
MG;canápolis;canapolis;Canápolis;7;acento;formatacao
MG;caparao;caparao;Caparaó;9;nenhuma;formatacao
MG;caparaó;caparao;Caparaó;2;acento;formatacao
MG;capela nova;capela nova;Capela Nova;15;nenhuma;formatacao
MG;capelinha;capelinha;Capelinha;208;nenhuma;formatacao
MG;capetinga;capetinga;Capetinga;17;nenhuma;formatacao
MG;capim branco;capim branco;Capim Branco;36;nenhuma;formatacao
MG;capinopolis;capinopolis;Capinópolis;85;nenhuma;formatacao
MG;capinópolis;capinopolis;Capinópolis;10;acento;formatacao
MG;capitao andrade;capitao andrade;Capitão Andrade;12;nenhuma;formatacao
MG;capitão andrade;capitao andrade;Capitão Andrade;5;acento;formatacao
MG;capitao eneas;capitao eneas;Capitão Enéas;17;nenhuma;formatacao
MG;capitão enéas;capitao eneas;Capitão Enéas;3;acento;formatacao
MG;capitolio;capitolio;Capitólio;100;nenhuma;formatacao
MG;capitólio;capitolio;Capitólio;18;acento;formatacao
MG;caputira;caputira;Caputira;22;nenhuma;formatacao
MG;caranaiba;caranaiba;Caranaíba;4;nenhuma;formatacao
MG;caranaíba;caranaiba;Caranaíba;1;acento;formatacao
MG;carandai;carandai;Carandaí;125;nenhuma;formatacao
MG;carandaí;carandai;Carandaí;19;acento;formatacao
MG;carangola;carangola;Carangola;282;nenhuma;formatacao
MG;caratinga;caratinga;Caratinga;567;nenhuma;formatacao
MG;carai;carai;Caraí;31;nenhuma;formatacao
MG;caraí;carai;Caraí;11;acento;formatacao
MG;carbonita;carbonita;Carbonita;50;nenhuma;formatacao
MG;careacu;careacu;Careaçu;16;nenhuma;formatacao
MG;careaçu;careacu;Careaçu;4;acento;formatacao
MG;carlos chagas;carlos chagas;Carlos Chagas;82;nenhuma;formatacao
MG;carmo da cachoeira;carmo da cachoeira;Carmo da Cachoeira;53;nenhuma;formatacao
MG;carmo da mata;carmo da mata;Carmo da Mata;72;nenhuma;formatacao
MG;carmo de minas;carmo de minas;Carmo de Minas;43;nenhuma;formatacao
MG;carmo do cajuru;carmo do cajuru;Carmo do Cajuru;120;nenhuma;formatacao
MG;carmo do paranaiba;carmo do paranaiba;Carmo do Paranaíba;178;nenhuma;formatacao
MG;carmo do paranaíba;carmo do paranaiba;Carmo do Paranaíba;24;acento;formatacao
MG;carmo do rio claro;carmo do rio claro;Carmo do Rio Claro;104;nenhuma;formatacao
MG;carmesia;carmesia;Carmésia;18;nenhuma;formatacao
MG;carmésia;carmesia;Carmésia;2;acento;formatacao
MG;carmopolis de minas;carmopolis de minas;Carmópolis de Minas;56;nenhuma;formatacao
MG;carmópolis de minas;carmopolis de minas;Carmópolis de Minas;12;acento;formatacao
MG;carneirinho;carneirinho;Carneirinho;46;nenhuma;formatacao
MG;carrancas;carrancas;Carrancas;16;nenhuma;formatacao
MG;carvalhos;carvalhos;Carvalhos;23;nenhuma;formatacao
MG;carvalhopolis;carvalhopolis;Carvalhópolis;23;nenhuma;formatacao
MG;carvalhópolis;carvalhopolis;Carvalhópolis;2;acento;formatacao
MG;casa grande;casa grande;Casa Grande;7;nenhuma;formatacao
MG;cascalho rico;cascalho rico;Cascalho Rico;7;nenhuma;formatacao
MG;castro pires;castro pires;Castro Pires;1;nenhuma;formatacao
MG;cataguarino;cataguarino;Cataguarino;1;nenhuma;formatacao
MG;cataguases;cataguases;Cataguases;477;nenhuma;formatacao
MG;catas altas;catas altas;Catas Altas;40;nenhuma;formatacao
MG;catas altas da noruega;catas altas da noruega;Catas Altas da Noruega;5;nenhuma;formatacao
MG;catuji;catuji;Catuji;10;nenhuma;formatacao
MG;catune;catune;Catune;1;nenhuma;formatacao
MG;catuni;catuni;Catuni;1;nenhuma;formatacao
MG;catuti;catuti;Catuti;11;nenhuma;formatacao
MG;caxambu;caxambu;Caxambu;221;nenhuma;formatacao
MG;cacarema;cacarema;Caçarema;1;nenhuma;formatacao
MG;caçarema;cacarema;Caçarema;1;acento;formatacao
MG;cedro do abaete;cedro do abaete;Cedro do Abaete;3;nenhuma;formatacao
MG;central de minas;central de minas;Central de Minas;30;nenhuma;formatacao
MG;central de santa helena;central de santa helena;Central de Santa Helena;5;nenhuma;formatacao
MG;centralina;centralina;Centralina;35;nenhuma;formatacao
MG;centro;centro;Centro;1;nenhuma;formatacao
MG;chale;chale;Chalé;14;nenhuma;formatacao
MG;chalé;chale;Chalé;4;acento;formatacao
MG;chapada gaucha;chapada gaucha;Chapada Gaúcha;52;nenhuma;formatacao
MG;chapada gaúcha;chapada gaucha;Chapada Gaúcha;7;acento;formatacao
MG;chapada do norte;chapada do norte;Chapada do Norte;24;nenhuma;formatacao
MG;chaveslandia;chaveslandia;Chaveslandia;3;nenhuma;formatacao
MG;chiador;chiador;Chiador;1;nenhuma;formatacao
MG;chonim;chonim;Chonim;2;nenhuma;formatacao
MG;chacara;chacara;Chácara;17;nenhuma;formatacao
MG;chácara;chacara;Chácara;4;acento;formatacao
MG;cipotanea;cipotanea;Cipotânea;9;nenhuma;formatacao
MG;cipotânea;cipotanea;Cipotânea;4;acento;formatacao
MG;cisneiros;cisneiros;Cisneiros;1;nenhuma;formatacao
MG;claraval;claraval;Claraval;8;nenhuma;formatacao
MG;claro dos pocoes;claro dos pocoes;Claro dos Poções;12;nenhuma;formatacao
MG;claro dos poções;claro dos pocoes;Claro dos Poções;1;acento;formatacao
MG;claudio manuel;claudio manuel;Claudio Manuel;2;nenhuma;formatacao
MG;claudio;claudio;Cláudio;170;nenhuma;formatacao
MG;cláudio;claudio;Cláudio;25;acento;formatacao
MG;cocais;cocais;Cocais;8;nenhuma;formatacao
MG;coimbra;coimbra;Coimbra;35;nenhuma;formatacao
MG;coluna;coluna;Coluna;33;nenhuma;formatacao
MG;comendador gomes;comendador gomes;Comendador Gomes;8;nenhuma;formatacao
MG;comercinho;comercinho;Comercinho;21;nenhuma;formatacao
MG;conceicao da ibitipoca;conceicao da ibitipoca;Conceicao da Ibitipoca;5;nenhuma;formatacao
MG;conceicao de ipanema;conceicao de ipanema;Conceicao de Ipanema;2;nenhuma;formatacao
MG;conceicao do formoso;conceicao do formoso;Conceicao do Formoso;1;nenhuma;formatacao
MG;conceicao da aparecida;conceicao da aparecida;Conceição da Aparecida;56;nenhuma;formatacao
MG;conceição da aparecida;conceicao da aparecida;Conceição da Aparecida;9;acento;formatacao
MG;conceicao da barra de minas;conceicao da barra de minas;Conceição da Barra de Minas;10;nenhuma;formatacao
MG;conceição da barra de minas;conceicao da barra de minas;Conceição da Barra de Minas;1;acento;formatacao
MG;conceicao das alagoas;conceicao das alagoas;Conceição das Alagoas;99;nenhuma;formatacao
MG;conceição das alagoas;conceicao das alagoas;Conceição das Alagoas;20;acento;formatacao
MG;conceicao das pedras;conceicao das pedras;Conceição das Pedras;16;nenhuma;formatacao
MG;conceição das pedras;conceicao das pedras;Conceição das Pedras;1;acento;formatacao
MG;conceição de tronqueiras;conceicao de tronqueiras;Conceição de Tronqueiras;1;acento;formatacao
MG;conceicao do capim;conceicao do capim;Conceição do Capim;4;nenhuma;formatacao
MG;conceição do capim;conceicao do capim;Conceição do Capim;1;acento;formatacao
MG;conceicao do mato dentro;conceicao do mato dentro;Conceição do Mato Dentro;167;nenhuma;formatacao
MG;conceição do mato dentro;conceicao do mato dentro;Conceição do Mato Dentro;18;acento;formatacao
MG;conceicao do para;conceicao do para;Conceição do Pará;20;nenhuma;formatacao
MG;conceição do pará;conceicao do para;Conceição do Pará;2;acento;formatacao
MG;conceicao do rio verde;conceicao do rio verde;Conceição do Rio Verde;68;nenhuma;formatacao
MG;conceição do rio verde;conceicao do rio verde;Conceição do Rio Verde;7;acento;formatacao
MG;conceicao dos ouros;conceicao dos ouros;Conceição dos Ouros;63;nenhuma;formatacao
MG;conceição dos ouros;conceicao dos ouros;Conceição dos Ouros;14;acento;formatacao
MG;concordia de mucuri;concordia de mucuri;Concordia de Mucuri;1;nenhuma;formatacao
MG;conego marinho;conego marinho;Conego Marinho;3;nenhuma;formatacao
MG;confins;confins;Confins;38;nenhuma;formatacao
MG;congonhal;congonhal;Congonhal;54;nenhuma;formatacao
MG;congonhas;congonhas;Congonhas;439;nenhuma;formatacao
MG;congonhas do norte;congonhas do norte;Congonhas do Norte;27;nenhuma;formatacao
MG;conquista;conquista;Conquista;47;nenhuma;formatacao
MG;conselheiro lafaiete;conselheiro lafaiete;Conselheiro Lafaiete;1052;nenhuma;formatacao
MG;conselheiro pena;conselheiro pena;Conselheiro Pena;129;nenhuma;formatacao
MG;consolacao;consolacao;Consolacao;3;nenhuma;formatacao
MG;contagem;contagem;Contagem;4833;nenhuma;formatacao
MG;coqueiral;coqueiral;Coqueiral;31;nenhuma;formatacao
MG;coracao de jesus;coracao de jesus;Coração de Jesus;31;nenhuma;formatacao
MG;coração de jesus;coracao de jesus;Coração de Jesus;6;acento;formatacao
MG;cordisburgo;cordisburgo;Cordisburgo;23;nenhuma;formatacao
MG;cordislandia;cordislandia;Cordislandia;10;nenhuma;formatacao
MG;corinto;corinto;Corinto;100;nenhuma;formatacao
MG;coroaci;coroaci;Coroaci;34;nenhuma;formatacao
MG;coromandel;coromandel;Coromandel;186;nenhuma;formatacao
MG;coronel fabriciano;coronel fabriciano;Coronel Fabriciano;674;nenhuma;formatacao
MG;coronel murta;coronel murta;Coronel Murta;41;nenhuma;formatacao
MG;coronel pacheco;coronel pacheco;Coronel Pacheco;10;nenhuma;formatacao
MG;coronel xavier chaves;coronel xavier chaves;Coronel Xavier Chaves;24;nenhuma;formatacao
MG;corrego fundo;corrego fundo;Corrego Fundo;8;nenhuma;formatacao
MG;correia de almeida;correia de almeida;Correia de Almeida;8;nenhuma;formatacao
MG;correntinho;correntinho;Correntinho;4;nenhuma;formatacao
MG;costas da mantiqueira;costas da mantiqueira;Costas da Mantiqueira;4;nenhuma;formatacao
MG;couto de magalhaes de minas;couto de magalhaes de minas;Couto de Magalhães de Minas;18;nenhuma;formatacao
MG;couto de magalhães de minas;couto de magalhaes de minas;Couto de Magalhães de Minas;2;acento;formatacao
MG;crisolia;crisolia;Crisolia;3;nenhuma;formatacao
MG;crisolita;crisolita;Crisolita;15;nenhuma;formatacao
MG;cristais;cristais;Cristais;33;nenhuma;formatacao
MG;cristiano otoni;cristiano otoni;Cristiano Otoni;21;nenhuma;formatacao
MG;cristina;cristina;Cristina;48;nenhuma;formatacao
MG;cristalia;cristalia;Cristália;13;nenhuma;formatacao
MG;cristália;cristalia;Cristália;3;acento;formatacao
MG;crucilandia;crucilandia;Crucilândia;24;nenhuma;formatacao
MG;crucilândia;crucilandia;Crucilândia;2;acento;formatacao
MG;cruzeiro da fortaleza;cruzeiro da fortaleza;Cruzeiro da Fortaleza;19;nenhuma;formatacao
MG;cruzilia;cruzilia;Cruzília;78;nenhuma;formatacao
MG;cruzília;cruzilia;Cruzília;7;acento;formatacao
MG;cuite velho;cuite velho;Cuite Velho;1;nenhuma;formatacao
MG;cuparaque;cuparaque;Cuparaque;28;nenhuma;formatacao
MG;curral de dentro;curral de dentro;Curral de Dentro;21;nenhuma;formatacao
MG;curvelo;curvelo;Curvelo;525;nenhuma;formatacao
MG;cassia;cassia;Cássia;61;nenhuma;formatacao
MG;cássia;cassia;Cássia;13;acento;formatacao
MG;corrego danta;corrego danta;Córrego Danta;11;nenhuma;formatacao
MG;córrego danta;corrego danta;Córrego Danta;1;acento;formatacao
MG;corrego novo;corrego novo;Córrego Novo;9;nenhuma;formatacao
MG;córrego novo;corrego novo;Córrego Novo;1;acento;formatacao
MG;corrego do bom jesus;corrego do bom jesus;Córrego do Bom Jesus;6;nenhuma;formatacao
MG;córrego do bom jesus;corrego do bom jesus;Córrego do Bom Jesus;4;acento;formatacao
MG;corrego do ouro;corrego do ouro;Córrego do Ouro;8;nenhuma;formatacao
MG;córrego do ouro;corrego do ouro;Córrego do Ouro;1;acento;formatacao
MG;datas;datas;Datas;29;nenhuma;formatacao
MG;delfim moreira;delfim moreira;Delfim Moreira;13;nenhuma;formatacao
MG;delfinopolis;delfinopolis;Delfinópolis;25;nenhuma;formatacao
MG;delfinópolis;delfinopolis;Delfinópolis;4;acento;formatacao
MG;delta;delta;Delta;8;nenhuma;formatacao
MG;descoberto;descoberto;Descoberto;23;nenhuma;formatacao
MG;desembargador otoni;desembargador otoni;Desembargador Otoni;6;nenhuma;formatacao
MG;desterro de entre rios;desterro de entre rios;Desterro de Entre Rios;48;nenhuma;formatacao
MG;desterro do melo;desterro do melo;Desterro do Melo;6;nenhuma;formatacao
MG;diamantina;diamantina;Diamantina;428;nenhuma;formatacao
MG;diogo de vasconcelos;diogo de vasconcelos;Diogo de Vasconcelos;11;nenhuma;formatacao
MG;dionisio;dionisio;Dionísio;24;nenhuma;formatacao
MG;dionísio;dionisio;Dionísio;4;acento;formatacao
MG;divino;divino;Divino;110;nenhuma;formatacao
MG;divino espirito santo;divino espirito santo;Divino Espírito Santo;4;nenhuma;formatacao
MG;divino espírito santo;divino espirito santo;Divino Espírito Santo;2;acento;formatacao
MG;divino das laranjeiras;divino das laranjeiras;Divino das Laranjeiras;19;nenhuma;formatacao
MG;divinolandia de minas;divinolandia de minas;Divinolândia de Minas;44;nenhuma;formatacao
MG;divinolândia de minas;divinolandia de minas;Divinolândia de Minas;6;acento;formatacao
MG;divinesia;divinesia;Divinésia;11;nenhuma;formatacao
MG;divinésia;divinesia;Divinésia;3;acento;formatacao
MG;divinopolis;divinopolis;Divinópolis;1457;nenhuma;formatacao
MG;divinópolis;divinopolis;Divinópolis;203;acento;formatacao
MG;divisa alegre;divisa alegre;Divisa Alegre;12;nenhuma;formatacao
MG;divisa nova;divisa nova;Divisa Nova;22;nenhuma;formatacao
MG;divisopolis;divisopolis;Divisópolis;14;nenhuma;formatacao
MG;divisópolis;divisopolis;Divisópolis;4;acento;formatacao
MG;dois de abril;dois de abril;Dois de Abril;2;nenhuma;formatacao
MG;dom bosco;dom bosco;Dom Bosco;23;nenhuma;formatacao
MG;dom cavati;dom cavati;Dom Cavati;43;nenhuma;formatacao
MG;dom joaquim;dom joaquim;Dom Joaquim;27;nenhuma;formatacao
MG;dom silverio;dom silverio;Dom Silvério;29;nenhuma;formatacao
MG;dom silvério;dom silverio;Dom Silvério;3;acento;formatacao
MG;dom vicoso;dom vicoso;Dom Vicoso;10;nenhuma;formatacao
MG;dona euzebia;dona euzebia;Dona Euzébia;21;nenhuma;formatacao
MG;dona euzébia;dona euzebia;Dona Euzébia;3;acento;formatacao
MG;dores de campos;dores de campos;Dores de Campos;87;nenhuma;formatacao
MG;dores de guanhães;dores de guanhaes;Dores de Guanhães;6;acento;formatacao
MG;dores de guanhaes;dores de guanhaes;Dores de Guanhães;6;nenhuma;formatacao
MG;dores do indaia;dores do indaia;Dores do Indaiá;93;nenhuma;formatacao
MG;dores do indaiá;dores do indaia;Dores do Indaiá;7;acento;formatacao
MG;dores do paraibuna;dores do paraibuna;Dores do Paraibuna;2;nenhuma;formatacao
MG;dores do turvo;dores do turvo;Dores do Turvo;13;nenhuma;formatacao
MG;doresopolis;doresopolis;Doresópolis;6;nenhuma;formatacao
MG;doresópolis;doresopolis;Doresópolis;1;acento;formatacao
MG;douradoquara;douradoquara;Douradoquara;7;nenhuma;formatacao
MG;durande;durande;Durandé;28;nenhuma;formatacao
MG;durandé;durande;Durandé;5;acento;formatacao
MG;eloi mendes;eloi mendes;Elói Mendes;96;nenhuma;formatacao
MG;elói mendes;eloi mendes;Elói Mendes;13;acento;formatacao
MG;engenheiro caldas;engenheiro caldas;Engenheiro Caldas;34;nenhuma;formatacao
MG;engenheiro navarro;engenheiro navarro;Engenheiro Navarro;18;nenhuma;formatacao
MG;engenheiro schnoor;engenheiro schnoor;Engenheiro Schnoor;1;nenhuma;formatacao
MG;engenho do ribeiro;engenho do ribeiro;Engenho do Ribeiro;1;nenhuma;formatacao
MG;entre folhas;entre folhas;Entre Folhas;17;nenhuma;formatacao
MG;entre rios de minas;entre rios de minas;Entre Rios de Minas;89;nenhuma;formatacao
MG;epaminondas otoni;epaminondas otoni;Epaminondas Otoni;1;nenhuma;formatacao
MG;ervalia;ervalia;Ervália;81;nenhuma;formatacao
MG;ervália;ervalia;Ervália;19;acento;formatacao
MG;esmeraldas;esmeraldas;Esmeraldas;212;nenhuma;formatacao
MG;esmeraldas de ferros;esmeraldas de ferros;Esmeraldas de Ferros;1;nenhuma;formatacao
MG;espera feliz;espera feliz;Espera Feliz;129;nenhuma;formatacao
MG;espinosa;espinosa;Espinosa;121;nenhuma;formatacao
MG;espirito santo do dourado;espirito santo do dourado;Espírito Santo do Dourado;9;nenhuma;formatacao
MG;espírito santo do dourado;espirito santo do dourado;Espírito Santo do Dourado;2;acento;formatacao
MG;esteios;esteios;Esteios;2;nenhuma;formatacao
MG;estevao de araujo;estevao de araujo;Estevao de Araujo;1;nenhuma;formatacao
MG;estiva;estiva;Estiva;34;nenhuma;formatacao
MG;estrela dalva;estrela dalva;Estrela Dalva;15;nenhuma;formatacao
MG;estrela da barra;estrela da barra;Estrela da Barra;1;nenhuma;formatacao
MG;estrela de jordânia;estrela de jordania;Estrela de Jordânia;1;acento;formatacao
MG;estrela de jordania;estrela de jordania;Estrela de Jordânia;1;nenhuma;formatacao
MG;estrela do indaia;estrela do indaia;Estrela do Indaiá;15;nenhuma;formatacao
MG;estrela do indaiá;estrela do indaia;Estrela do Indaiá;4;acento;formatacao
MG;estrela do sul;estrela do sul;Estrela do Sul;17;nenhuma;formatacao
MG;eugenopolis;eugenopolis;Eugenópolis;43;nenhuma;formatacao
MG;eugenópolis;eugenopolis;Eugenópolis;5;acento;formatacao
MG;ewbank da camara;ewbank da camara;Ewbank da Camara;16;nenhuma;formatacao
MG;extrema;extrema;Extrema;285;nenhuma;formatacao
MG;fama;fama;Fama;11;nenhuma;formatacao
MG;faria lemos;faria lemos;Faria Lemos;19;nenhuma;formatacao
MG;felisburgo;felisburgo;Felisburgo;28;nenhuma;formatacao
MG;felixlandia;felixlandia;Felixlândia;47;nenhuma;formatacao
MG;felixlândia;felixlandia;Felixlândia;9;acento;formatacao
MG;felicio dos santos;felicio dos santos;Felício dos Santos;15;nenhuma;formatacao
MG;felício dos santos;felicio dos santos;Felício dos Santos;4;acento;formatacao
MG;fernandes tourinho;fernandes tourinho;Fernandes Tourinho;5;nenhuma;formatacao
MG;ferros;ferros;Ferros;33;nenhuma;formatacao
MG;ferruginha;ferruginha;Ferruginha;1;nenhuma;formatacao
MG;fervedouro;fervedouro;Fervedouro;37;nenhuma;formatacao
MG;floresta;floresta;Floresta;5;nenhuma;formatacao
MG;florestal;florestal;Florestal;55;nenhuma;formatacao
MG;fonseca;fonseca;Fonseca;2;nenhuma;formatacao
MG;formiga;formiga;Formiga;481;nenhuma;formatacao
MG;formoso;formoso;Formoso;39;nenhuma;formatacao
MG;fortaleza de minas;fortaleza de minas;Fortaleza de Minas;7;nenhuma;formatacao
MG;fortuna de minas;fortuna de minas;Fortuna de Minas;6;nenhuma;formatacao
MG;francisco badaro;francisco badaro;Francisco Badaró;27;nenhuma;formatacao
MG;francisco badaró;francisco badaro;Francisco Badaró;5;acento;formatacao
MG;francisco dumont;francisco dumont;Francisco Dumont;12;nenhuma;formatacao
MG;francisco sa;francisco sa;Francisco Sá;39;nenhuma;formatacao
MG;francisco sá;francisco sa;Francisco Sá;7;acento;formatacao
